,id,ra,dec,z_spec,z_phot,log_mass,log_sfr,is_mass_clumpy,is_UV_clumpy
15061,200612,150.66614,2.7490551,-1.0,1.068,10.21,1.2308829988575924,True,True
15062,200631,150.45326,2.7480154,-1.0,0.645,10.46,1.0103847714983774,False,True
15063,200633,150.39697,2.7482867,0.6932,0.694,10.22,0.9571761304048462,False,True
15064,200637,150.4436,2.7498062,-1.0,1.377,10.42,1.7484206224675682,False,False
15065,200638,150.38219,2.7498016,-1.0,0.928,10.55,1.4951417695556222,False,False
15066,200676,150.43628,2.7502875,-1.0,1.261,10.38,1.410186528657109,True,False
15067,200689,150.46211,2.7498896,0.6228,0.612,10.15,0.5024271199844327,False,True
15068,200737,150.43304,2.7507625,-1.0,1.13,10.59,1.3402457615679315,False,False
15069,200744,150.47319,2.750248,-1.0,0.909,10.05,0.7617775375081781,False,False
15070,200754,150.37965,2.751164,-1.0,0.711,9.91,0.6734816970733472,True,True
15071,200761,150.67976,2.7517333,-1.0,0.678,9.95,-0.5575202309355514,False,True
15072,200794,150.52562,2.7523737,-1.0,0.835,9.95,0.7849024498866548,False,False
15073,200798,150.66759,2.7524998,-1.0,0.967,10.18,1.023705042622037,True,False
15074,200810,150.38155,2.7526419,-1.0,1.13,10.1,1.0707764628434346,False,True
15075,200835,150.39957,2.7524347,-1.0,0.763,10.23,0.9887372752888002,False,True
15076,200861,150.52959,2.7530444,-1.0,1.705,10.72,1.6114896393230411,False,False
15077,200866,150.4819,2.7528384,-1.0,0.948,10.32,1.1860234931174465,False,False
15078,200873,150.6924,2.7526176,-1.0,0.596,10.0,0.1479853206838051,False,True
15079,200880,150.68707,2.7533023,-1.0,1.088,10.47,1.7255196107713004,False,False
15080,200890,150.39867,2.7525108,-1.0,0.817,10.83,1.010766233518425,False,False
15081,200893,150.45445,2.7540874,-1.0,0.872,9.81,0.7729814503449638,False,False
15082,200900,150.42935,2.7538061,-1.0,1.13,10.04,0.6921416093667837,False,False
15083,200920,150.4547,2.7544796,-1.0,1.353,10.04,1.6212801675504147,False,True
15084,200935,150.61261,2.7545416,-1.0,1.217,9.96,1.2131988917236085,True,True
15085,200936,150.48325,2.7533796,-1.0,1.152,10.52,1.4735453586747536,False,True
15086,200940,150.70261,2.7540066,-1.0,1.109,10.63,2.0769679521979185,True,False
15087,200942,150.44682,2.7544808,-1.0,0.799,10.26,0.742882171437273,False,False
15088,200948,150.50391,2.7544353,-1.0,1.33,10.52,0.1670217957902565,False,True
15089,200976,150.49355,2.7517896,-1.0,0.612,10.71,0.8196097327515852,False,False
15090,200977,150.7097,2.7539761,-1.0,0.746,10.53,1.2373174841747965,True,True
15091,200995,150.463,2.7547834,-1.0,1.109,10.08,1.271121055704133,False,True
15092,201009,150.53021,2.7554884,-1.0,0.928,10.32,1.256405018334166,False,False
15093,201020,150.60831,2.7553134,-1.0,1.574,10.26,1.6173568617094,False,False
15094,201031,150.44165,2.7555614,-1.0,0.799,9.86,0.9431976300689264,False,True
15095,201032,150.57919,2.7550106,-1.0,0.694,10.26,0.1592663310934942,False,False
15096,201038,150.41299,2.754684,-1.0,0.504,10.24,0.6701530451921802,False,True
15097,201045,150.69044,2.755475,-1.0,0.781,10.01,0.8253611959526334,False,False
15098,201068,150.3837,2.7559857,-1.0,0.928,10.41,0.9586594270529332,False,False
15099,201089,150.6644,2.7568614,-1.0,1.759,10.61,1.9419584165308132,True,False
15100,201107,150.53143,2.7566259,-1.0,0.799,9.8,0.6607706435276973,False,True
15101,201127,150.64986,2.7563152,-1.0,0.612,10.25,0.8604577954234711,False,False
15102,201146,150.48602,2.7572496,-1.0,1.473,10.37,1.8316074554022044,False,True
15103,201147,150.52586,2.7567387,-1.0,0.612,10.53,0.9021661292710512,False,True
15104,201172,150.4102,2.7579679,-1.0,1.284,10.08,1.072396966521762,False,False
15105,201184,150.3754,2.7572424,0.7612,0.763,10.44,0.6730209071288962,False,False
15106,201185,150.62276,2.7577174,-1.0,1.307,10.07,1.1082266563749286,True,True
15107,201220,150.41322,2.7574074,-1.0,0.645,10.62,1.2009598783918454,False,False
15108,201238,150.67467,2.7587674,-1.0,0.948,10.12,1.0051805125037805,False,True
15109,201244,150.60175,2.7585738,-1.0,1.261,10.62,1.7062738755272857,True,True
15110,201246,150.51003,2.7590158,-1.0,1.759,10.57,1.9307300467445148,False,False
15111,201255,150.58951,2.7586386,-1.0,1.377,10.56,1.463235826840991,False,False
15112,201258,150.65315,2.7582748,-1.0,1.007,10.57,1.2819419334408249,False,True
15113,201268,150.44116,2.7573099,-1.0,0.781,10.68,1.4483352337401756,False,True
15114,201271,150.37181,2.7583525,-1.0,1.284,10.85,1.4665414064495346,False,False
15115,201274,150.70618,2.7582593,-1.0,0.612,10.38,0.7389390312034796,False,False
15116,201278,150.51392,2.7589674,-1.0,1.284,10.49,1.4832448609315168,True,True
15117,201325,150.58527,2.7561009,-1.0,0.504,10.1,0.7917608040129049,False,True
15118,201329,150.69998,2.7594028,-1.0,0.612,9.91,0.552303109338354,True,True
15119,201344,150.48567,2.7598984,-1.0,1.4,10.31,1.7185016888672742,False,False
15120,201346,150.71716,2.7593391,-1.0,1.523,10.82,0.5531545481696254,True,False
15121,201356,150.7166,2.7595673,-1.0,1.652,11.16,2.4547778058596226,True,False
15122,201373,150.60274,2.7584052,-1.0,1.261,10.45,0.8881233072979084,False,True
15123,201379,150.43596,2.7588813,-1.0,1.13,10.63,2.31450343827249,False,False
15124,201409,150.48746,2.7601819,-1.0,0.519,10.21,0.6343764940883678,False,True
15125,201422,150.42229,2.7610569,-1.0,1.261,10.61,1.657285375181782,False,True
15126,201427,150.48654,2.7603941,-1.0,1.4,10.88,1.7285891302031868,False,True
15127,201428,150.51349,2.7605619,-1.0,0.628,10.05,0.75815462196739,False,True
15128,201431,150.65965,2.7612946,-1.0,1.109,10.52,0.0955180423231508,False,True
15129,201443,150.44591,2.760597,-1.0,1.284,10.88,1.7105996466515545,False,False
15130,201456,150.45695,2.7611105,-1.0,1.152,10.4,1.4967636439371923,False,False
15131,201463,150.54985,2.7610464,-1.0,1.152,10.46,1.6146757959062206,False,True
15132,201475,150.45207,2.7611928,-1.0,0.729,10.45,0.7498135852929378,False,False
15133,201486,150.70547,2.7611189,-1.0,0.781,10.7,1.5683073504193683,True,False
15134,201489,150.60188,2.7615759,-1.0,1.958,10.5,1.6115958679471805,True,False
15135,201516,150.43982,2.7622638,-1.0,0.746,9.94,0.631849462159818,False,True
15136,201522,150.72037,2.7621219,-1.0,1.068,10.49,1.712489757543525,False,False
15137,201540,150.45807,2.7611239,-1.0,0.746,10.93,0.6127838567197355,False,False
15138,201557,150.7094,2.7630036,-1.0,1.13,10.48,-0.0634862575211067,False,True
15139,201579,150.43501,2.7636802,-1.0,1.109,9.97,1.1861083798132053,True,False
15140,201587,150.43782,2.7623346,-1.0,0.612,10.39,0.9475317456955932,False,True
15141,201602,150.44238,2.763844,-1.0,1.261,10.02,1.8717655234549804,False,False
15142,201618,150.6812,2.7634044,-1.0,0.645,10.38,0.7279477095447968,True,True
15143,201642,150.69234,2.7640901,-1.0,0.872,9.88,0.95970902424643,True,True
15144,201654,150.71886,2.7638209,-1.0,1.047,9.93,1.1224124954112804,True,True
15145,201662,150.58545,2.7622967,-1.0,0.596,10.88,0.9299295600845878,True,True
15146,201683,150.52792,2.7642307,0.6269,0.661,9.82,0.856547644856748,False,True
15147,201695,150.58459,2.7646949,-1.0,0.596,9.91,0.6123599479677744,True,False
15148,201718,150.49274,2.7654128,-1.0,0.909,9.99,1.030113752707593,False,True
15149,201722,150.6411,2.7639306,-1.0,0.504,10.44,0.6994908452722044,False,True
15150,201729,150.44138,2.7642584,-1.0,0.909,10.22,0.8776592441116087,False,False
15151,201731,150.37537,2.7657893,-1.0,1.13,9.9,1.2894551656702844,True,True
15152,201732,150.44183,2.763988,-1.0,1.261,10.51,1.5476147374524074,False,False
15153,201734,150.43031,2.7656176,-1.0,0.596,9.96,0.2324878663529862,False,True
15154,201738,150.4828,2.7654748,-1.0,1.599,10.47,0.5152113043278018,False,True
15155,201747,150.49567,2.7657702,-1.0,0.987,10.43,0.5122840632818536,False,False
15156,201751,150.41341,2.7649605,-1.0,0.781,10.47,1.5059499715036158,False,False
15157,201752,150.47182,2.7655814,-1.0,1.261,10.9,1.6581640887504152,False,False
15158,201762,150.39563,2.7655332,-1.0,0.678,10.19,0.5582284218033258,False,False
15159,201820,150.62032,2.7668228,-1.0,0.694,9.9,0.7101173651118162,True,False
15160,201823,150.52643,2.7662694,-1.0,0.628,9.91,0.9733126204529018,True,True
15161,201827,150.52394,2.7650034,-1.0,1.548,10.15,2.037657528955715,True,True
15162,201838,150.65489,2.7656624,-1.0,1.047,10.47,1.123655674438122,True,True
15163,201839,150.69873,2.7664614,-1.0,1.068,10.34,1.1868716143645348,False,False
15164,201840,150.72014,2.7662721,-1.0,0.645,10.53,0.9148718175400504,False,True
15165,201843,150.50543,2.7663713,-1.0,1.13,10.62,-0.1824346304402192,False,False
15166,201882,150.46649,2.7672851,0.6921,0.645,9.81,0.6123599479677744,False,False
15167,201901,150.43822,2.7668722,-1.0,0.781,10.64,0.92069713446992,False,False
15168,201909,150.43892,2.7665102,-1.0,0.781,10.67,1.147428968698656,False,False
15169,201930,150.45277,2.7675114,-1.0,0.645,10.01,0.4602963267574754,False,True
15170,201936,150.72249,2.7669041,-1.0,0.612,10.59,0.6980135039391817,False,False
15171,201937,150.37846,2.7680728,-1.0,1.988,11.0,0.6768764319731371,False,True
15172,201957,150.57851,2.7678955,-1.0,1.473,11.26,1.5948122759940049,False,False
15173,201984,150.39307,2.7690389,-1.0,0.928,9.88,0.2193225084193367,False,False
15174,201999,150.42484,2.7672951,-1.0,0.661,10.37,0.9063350418050908,False,False
15175,202001,150.70824,2.7683024,-1.0,0.817,10.55,0.885304667588968,False,False
15176,202007,150.57668,2.7688622,-1.0,1.261,10.77,1.5331617369606012,False,False
15177,202038,150.40816,2.76966,-1.0,0.853,10.42,0.2884728005997825,False,True
15178,202055,150.54808,2.7698872,-1.0,1.307,10.03,1.3374991945794437,False,False
15179,202069,150.47575,2.7685523,-1.0,0.596,10.87,0.6572471298837164,False,False
15180,202090,150.61467,2.7704334,-1.0,0.835,10.02,-0.1186153432294271,False,False
15181,202103,150.45442,2.7706289,-1.0,0.948,9.8,1.3237881899007506,False,False
15182,202115,150.72006,2.7698603,-1.0,0.763,10.06,1.2460305511905845,True,True
15183,202137,150.38171,2.771358,-1.0,1.13,9.98,1.1353871083823863,True,False
15184,202159,150.41808,2.7715333,-1.0,1.261,10.12,0.5643109099606027,False,True
15185,202176,150.61852,2.7706108,-1.0,0.872,9.82,0.9540494467635946,True,True
15186,202182,150.66602,2.7696466,-1.0,0.729,10.24,0.782114147479071,True,True
15187,202198,150.45844,2.7714393,-1.0,1.007,10.38,0.9897611877187782,False,False
15188,202200,150.56036,2.7698765,-1.0,1.109,10.89,2.38436775296747,False,False
15189,202212,150.70584,2.7718048,-1.0,1.13,10.48,0.0228406108765278,True,True
15190,202214,150.37875,2.7722313,-1.0,1.625,10.88,0.5079907248196914,True,False
15191,202216,150.57138,2.7719133,-1.0,1.787,10.16,1.9726979665798985,True,False
15192,202224,150.52644,2.7716396,-1.0,0.928,10.11,1.0438729123914243,True,False
15193,202240,150.37572,2.771939,-1.0,0.987,10.26,1.3945042132717256,True,True
15194,202244,150.59439,2.772845,-1.0,0.835,10.17,0.875003353600041,False,True
15195,202248,150.7207,2.7722995,-1.0,0.835,10.0,1.3240765797394864,True,False
15196,202280,150.58775,2.7731812,-1.0,1.088,9.84,1.561041723716013,True,True
15197,202300,150.57758,2.7734697,-1.0,0.948,10.49,0.2253092817258628,False,False
15198,202315,150.38159,2.7729042,-1.0,0.763,10.19,1.2793703181791083,False,True
15199,202362,150.58968,2.7743578,-1.0,0.835,10.02,1.0924048068990078,False,True
15200,202373,150.70279,2.7748616,-1.0,1.152,10.11,0.9615634623620696,False,True
15201,202395,150.53793,2.7741201,-1.0,0.746,9.91,0.6557145496187098,False,False
15202,202411,150.41466,2.7741585,-1.0,0.799,10.48,1.5033956903224466,True,False
15203,202414,150.65434,2.7750523,-1.0,1.449,10.16,1.696190328917941,True,True
15204,202422,150.53044,2.7750144,-1.0,0.928,10.45,1.100439475279108,False,False
15205,202440,150.62933,2.7763376,-1.0,1.498,10.7,0.1936810295412815,False,True
15206,202442,150.60571,2.7761374,-1.0,1.088,9.85,0.9413623357117612,True,True
15207,202445,150.67699,2.7750118,-1.0,0.835,10.15,1.0577421558287528,False,False
15208,202447,150.53067,2.775497,-1.0,1.353,10.92,2.351185392291067,False,False
15209,202448,150.64232,2.775522,-1.0,1.284,10.22,1.5415043591318591,True,True
15210,202454,150.48116,2.7758708,-1.0,1.574,10.35,1.7681939616330715,False,False
15211,202465,150.39136,2.7754002,-1.0,0.628,10.48,0.7693034601890817,False,False
15212,202467,150.5871,2.775846,-1.0,1.068,10.68,1.2410481506716444,False,False
15213,202482,150.617,2.7759037,-1.0,1.152,10.56,1.5817221599490987,False,True
15214,202506,150.62241,2.7764592,-1.0,1.13,10.33,1.0726542173330342,True,True
15215,202508,150.40691,2.7759774,-1.0,1.449,11.02,2.2286236087584435,False,False
15216,202517,150.57104,2.776161,-1.0,0.928,10.18,1.7691704699246196,True,True
15217,202525,150.72458,2.7766488,-1.0,0.817,10.27,0.8332108802826087,False,False
15218,202526,150.50092,2.7767324,-1.0,1.548,10.59,1.7503463720189218,False,False
15219,202544,150.58839,2.7770596,-1.0,1.047,10.83,1.0182010224962914,False,True
15220,202556,150.53316,2.7763457,-1.0,0.872,10.63,1.4687607473704616,False,True
15221,202559,150.62338,2.7768221,-1.0,1.068,10.43,1.5752455930138978,True,True
15222,202569,150.60852,2.7775528,-1.0,1.13,10.51,1.446210857674584,False,False
15223,202574,150.71962,2.7774124,-1.0,0.678,9.96,0.8876173003357362,False,True
15224,202581,150.65228,2.7771618,-1.0,0.596,10.33,0.6811507499324214,False,True
15225,202587,150.65561,2.7780316,-1.0,0.948,10.17,1.2673829554242346,False,False
15226,202594,150.40871,2.7772763,-1.0,0.853,10.67,1.4980485193536124,False,False
15227,202621,150.46494,2.7783649,-1.0,1.307,10.64,1.4977173023441464,False,False
15228,202623,150.50024,2.7788634,-1.0,1.152,10.36,1.0491016782085572,False,True
15229,202625,150.46581,2.777853,-1.0,1.307,10.53,1.510719229216393,True,True
15230,202649,150.3942,2.779103,-1.0,0.967,10.26,0.9762582492570452,False,False
15231,202653,150.38896,2.7791102,-1.0,0.835,9.97,1.1665781099196522,False,False
15232,202688,150.49933,2.7799301,-1.0,1.284,10.26,1.594138308717714,True,True
15233,202701,150.51817,2.7792716,-1.0,0.596,9.95,0.9853366417356128,True,False
15234,202711,150.68082,2.7790942,-1.0,0.645,9.83,0.1245042248342822,False,True
15235,202716,150.71989,2.7786577,-1.0,0.835,10.91,1.1860234931174465,False,False
15236,202725,150.58176,2.7789409,-1.0,0.781,10.05,1.1446053387147446,False,True
15237,202730,150.40459,2.7805455,-1.0,0.596,10.3,1.755882474807094,False,False
15238,202734,150.43398,2.7803626,-1.0,0.781,10.23,0.910250772300148,False,True
15239,202753,150.62372,2.7814567,-1.0,1.13,10.1,0.9759370424831106,True,True
15240,202760,150.49841,2.7809238,-1.0,1.284,10.7,1.834681329325262,False,True
15241,202771,150.71632,2.7788551,-1.0,1.173,9.98,1.1013001804676847,True,False
15242,202772,150.51575,2.7816958,-1.0,0.781,10.07,0.8308451923086115,False,True
15243,202800,150.48212,2.7793119,-1.0,0.89,10.2,1.3462160131550056,False,True
15244,202802,150.40427,2.7818942,-1.0,1.284,10.64,1.917227093756322,False,False
15245,202816,150.64407,2.7822163,-1.0,1.261,10.14,1.1189257528257768,True,False
15246,202862,150.44212,2.7815635,-1.0,1.33,10.28,1.2998993595463255,False,False
15247,202866,150.6945,2.7816527,-1.0,0.781,10.89,1.1673764184135829,True,True
15248,202870,150.71387,2.7818985,-1.0,0.746,10.25,0.968669701720392,True,True
15249,202884,150.54932,2.7817659,-1.0,0.763,10.12,0.6669857183296606,False,False
15250,202897,150.57074,2.7821116,-1.0,1.284,10.56,1.7833246104161105,False,True
15251,202898,150.65115,2.7827897,-1.0,1.068,10.07,1.1331235754026197,False,False
15252,202905,150.67526,2.7828419,-1.0,1.473,10.89,2.0578752146490658,False,False
15253,202938,150.41422,2.7838423,-1.0,1.13,10.35,1.1842938552489553,False,True
15254,202942,150.3988,2.7834785,-1.0,0.729,10.41,1.3909174524973114,False,False
15255,202944,150.65166,2.782187,-1.0,1.047,10.78,1.679164332552692,False,True
15256,202951,150.63737,2.7838843,0.8814,0.872,9.96,1.4689968090596015,True,True
15257,203003,150.62073,2.7848282,-1.0,0.835,10.35,0.929214503737394,False,False
15258,203010,150.44542,2.7849777,-1.0,1.261,10.07,1.7533608761433517,True,False
15259,203013,150.4866,2.7845702,-1.0,1.261,10.12,1.5627804283076872,False,False
15260,203019,150.47803,2.7830763,0.608,0.596,10.76,1.1091396439040162,False,False
15261,203046,150.48277,2.7843702,-1.0,0.612,10.39,0.7240299729355977,False,False
15262,203061,150.47652,2.7857409,-1.0,0.948,10.29,0.7876729646874929,False,True
15263,203067,150.72331,2.7854531,-1.0,0.781,9.99,0.4869968884318226,False,True
15264,203069,150.65923,2.7857604,-1.0,1.068,9.92,1.8275437313273728,False,False
15265,203071,150.61285,2.7857888,-1.0,0.817,9.96,0.9237101943965628,True,True
15266,203075,150.63362,2.7854111,-1.0,1.217,10.86,0.9027098129698772,False,True
15267,203079,150.47913,2.7853041,-1.0,1.353,10.92,2.0078629488875093,False,False
15268,203090,150.38101,2.7862589,-1.0,1.068,9.93,1.125383660467707,False,True
15269,203091,150.62186,2.7860687,-1.0,0.853,10.21,0.1510632533537502,False,True
15270,203094,150.61429,2.7854383,-1.0,0.596,10.3,1.28668096935493,False,False
15271,203098,150.41286,2.7824943,-1.0,0.694,10.36,0.6135247028536525,False,False
15272,203148,150.49384,2.7862816,-1.0,1.284,10.54,1.4840719529546211,False,True
15273,203162,150.44772,2.7865109,-1.0,0.763,10.18,1.1729530275463549,True,True
15274,203164,150.56062,2.7872713,-1.0,0.729,10.09,0.1607685618611281,False,False
15275,203165,150.72806,2.785352,-1.0,0.711,10.58,0.7156691424009902,False,True
15276,203172,150.47826,2.7873528,-1.0,0.711,9.97,0.8444771757456815,False,False
15277,203189,150.52393,2.7859466,-1.0,1.498,10.81,2.225913771011136,False,False
15278,203206,150.68298,2.787935,-1.0,0.661,9.88,0.2624510897304294,True,True
15279,203217,150.50719,2.7856908,-1.0,1.068,9.9,1.3374392932692314,False,True
15280,203227,150.47369,2.7884002,-1.0,0.799,10.02,0.8494194137968993,True,False
15281,203229,150.43875,2.788383,-1.0,0.872,9.82,0.993964998195119,False,False
15282,203230,150.4108,2.7868648,-1.0,1.13,10.58,1.485423278931664,False,False
15283,203251,150.52534,2.7879486,-1.0,1.307,10.77,1.1121356026819116,False,True
15284,203257,150.62659,2.7859933,0.5346,0.565,10.62,1.3382970902326912,False,False
15285,203271,150.57219,2.7870178,-1.0,1.284,10.41,1.374638384120188,False,False
15286,203292,150.54663,2.7887702,-1.0,1.261,10.15,1.183070449629958,False,True
15287,203302,150.49336,2.7891419,-1.0,1.13,9.98,0.9703003754021776,False,False
15288,203305,150.53757,2.7892644,1.1993,1.109,10.19,1.667023115598426,False,False
15289,203312,150.46709,2.7887299,-1.0,0.746,10.35,0.5032457714651126,False,False
15290,203319,150.40765,2.789603,-1.0,0.763,9.9,0.8718063644587294,False,False
15291,203338,150.61093,2.7892582,-1.0,0.763,10.34,1.4941406741004333,True,True
15292,203350,150.70726,2.7900631,-1.0,1.088,10.36,-0.0428718023231869,False,False
15293,203357,150.7142,2.7889068,-1.0,0.781,9.98,1.0495281222777182,True,True
15294,203379,150.49506,2.7911141,-1.0,1.261,10.48,1.1223797320691122,False,False
15295,203430,150.5752,2.7913544,-1.0,0.967,10.42,0.9341953493478844,False,False
15296,203464,150.4099,2.7916026,-1.0,0.711,10.25,1.031771907514002,False,False
15297,203467,150.40152,2.7908206,-1.0,1.047,10.92,1.8152057160707973,False,False
15298,203527,150.55856,2.7916467,-1.0,0.746,10.15,1.187153953785416,True,False
15299,203533,150.60123,2.7924755,-1.0,1.284,10.33,1.7149748532810234,False,True
15300,203576,150.59727,2.7919245,-1.0,1.13,10.67,1.5954190560524388,False,True
15301,203588,150.66328,2.7933087,-1.0,1.152,10.61,1.645707120256073,False,False
15302,203600,150.48459,2.7930417,-1.0,0.746,10.09,0.6382895354142569,False,True
15303,203643,150.41354,2.7934315,-1.0,1.13,10.72,1.7118325270120478,False,False
15304,204643,150.00612,2.450161,-1.0,0.853,10.12,0.2610248339923974,False,True
15305,204679,150.28877,2.4509397,-1.0,1.088,10.12,1.0741945304018183,True,True
15306,204697,150.09262,2.4502416,-1.0,0.835,10.34,1.378888249590414,False,True
15307,204715,150.09309,2.4502845,-1.0,0.817,10.29,1.449725174949046,True,True
15308,204721,150.35271,2.4511142,-1.0,1.958,10.27,1.980762155232885,True,True
15309,204727,150.00507,2.450053,-1.0,0.711,10.51,0.4189638307036227,False,False
15310,204795,149.90216,2.4523125,-1.0,0.872,9.81,0.7069736761761781,False,True
15311,204811,150.28722,2.4522276,-1.0,1.027,10.47,1.1304302676581417,False,False
15312,204833,150.25797,2.4525335,-1.0,1.261,10.04,1.2338080657245318,True,False
15313,204834,150.31812,2.4524274,-1.0,0.872,10.11,0.8773137433122384,False,False
15314,204918,149.92361,2.4537935,-1.0,1.027,10.14,0.9477767084647384,False,True
15315,204935,150.26735,2.45398,-1.0,1.449,10.13,1.2913466466896255,False,True
15316,204939,150.28326,2.4534159,-1.0,1.239,10.41,1.329174063417513,False,False
15317,204964,150.17125,2.4537733,-1.0,0.853,10.57,1.0719924071241762,False,False
15318,204968,149.90816,2.4522357,-1.0,0.746,10.59,1.3203748020236683,False,True
15319,204969,150.11163,2.4542556,-1.0,1.759,10.53,1.686063981935992,False,False
15320,204993,150.31277,2.4523287,-1.0,1.377,10.78,1.4360512752022423,False,True
15321,205008,150.10954,2.4542823,-1.0,1.449,10.39,1.6776616922725145,False,False
15322,205015,150.20284,2.4550257,-1.0,1.377,10.59,1.730782275666389,False,False
15323,205026,150.0952,2.4547174,-1.0,0.928,10.0,1.0053521364862166,False,True
15324,205039,150.15678,2.4530823,-1.0,0.909,10.69,1.2875330110507217,False,False
15325,205048,150.27679,2.4516101,-1.0,0.661,10.97,0.937718443617264,False,False
15326,205072,150.1452,2.4554718,-1.0,1.088,9.95,1.1278495901876382,False,False
15327,205074,150.28993,2.4548588,-1.0,1.284,10.09,1.3576871523323342,False,False
15328,205078,150.34866,2.4552193,-1.0,1.007,10.32,1.504633947168473,False,True
15329,205100,150.03563,2.45539,-1.0,0.711,10.35,0.8641549560020256,False,True
15330,205103,149.93111,2.4554582,-1.0,0.549,10.36,1.0122465199850712,True,True
15331,205110,150.28568,2.4546981,-1.0,1.239,10.94,1.279552881150386,False,False
15332,205115,150.35368,2.4562688,-1.0,1.449,10.38,1.6582213344477108,False,False
15333,205127,149.95633,2.4560864,0.8008,0.781,10.14,1.207768969739924,True,False
15334,205132,150.35522,2.4562597,0.7825,0.817,9.94,0.8571515026874931,False,False
15335,205154,150.33437,2.4566011,-1.0,0.853,10.33,0.5223137951566674,False,False
15336,205187,150.27344,2.4569659,-1.0,1.377,10.57,1.853138255811964,False,True
15337,205196,150.05499,2.4565349,-1.0,0.645,10.29,0.8012664704896202,False,False
15338,205200,150.12885,2.4559982,-1.0,0.678,9.86,0.4959603948817052,True,False
15339,205218,150.34557,2.4574797,-1.0,0.763,10.33,0.6624745037503097,False,True
15340,205238,150.2928,2.457217,-1.0,1.109,10.23,1.219505937472857,True,True
15341,205255,150.36656,2.4575016,-1.0,1.261,10.37,1.695026128922327,False,True
15342,205271,149.96204,2.4575529,-1.0,0.872,10.71,1.082569964269923,False,False
15343,205275,150.0043,2.4577732,-1.0,0.711,10.24,0.5052856741441323,False,False
15344,205280,150.08206,2.4582267,-1.0,0.928,10.18,1.5484385575855508,True,True
15345,205286,150.26393,2.4562223,0.7024,0.678,10.2,0.8385342705118686,False,False
15346,205321,150.09119,2.4587035,0.5976,0.628,9.86,0.7992026563005251,True,False
15347,205354,150.00378,2.4593613,-1.0,0.89,10.14,0.9290611240847656,True,True
15348,205356,150.23338,2.4564722,-1.0,1.498,10.56,2.6079490871554376,False,True
15349,205362,150.07564,2.4594686,-1.0,0.711,9.98,0.5587085705331657,False,False
15350,205386,150.25914,2.4597619,-1.0,1.261,10.4,1.7794160989470675,False,True
15351,205403,149.94662,2.4586818,-1.0,0.781,9.81,0.5666731376061165,False,True
15352,205407,150.10121,2.4600496,-1.0,1.109,10.39,1.1542717759930952,False,False
15353,205410,150.03415,2.4597414,-1.0,0.729,9.99,0.7129862335943826,False,False
15354,205430,149.98505,2.4599748,-1.0,0.746,10.32,0.885078384149224,False,True
15355,205444,150.32085,2.4586914,-1.0,0.549,10.56,1.3445494559097375,True,False
15356,205481,150.31775,2.4603274,-1.0,1.239,10.57,0.3184807251745173,False,True
15357,205489,150.04948,2.4605889,-1.0,0.711,9.93,0.8274338954007793,True,True
15358,205514,150.02827,2.4609783,-1.0,0.948,10.05,1.0575520010545327,False,True
15359,205523,150.15192,2.4606445,0.9777,0.967,10.06,1.1997551772534747,False,True
15360,205529,150.16606,2.460932,-1.0,1.13,10.11,1.0333031013725738,False,False
15361,205545,150.14078,2.4615755,-1.0,1.068,9.99,0.9989129043587858,True,False
15362,205546,150.20088,2.4606242,-1.0,1.4,10.62,2.0587372079405446,True,True
15363,205549,150.00354,2.4614594,-1.0,1.353,10.9,2.086228098437043,False,False
15364,205571,150.24034,2.4615946,-1.0,0.596,9.85,-0.2062096153091812,False,False
15365,205573,150.1898,2.457587,0.5063,0.534,10.06,0.8829227906025987,False,True
15366,205578,149.97847,2.4621744,-1.0,0.694,9.94,0.3796680340336538,False,False
15367,205601,150.31387,2.4615297,-1.0,0.763,9.83,0.5725230978496376,False,False
15368,205635,150.3416,2.4599085,-1.0,0.853,10.28,0.6510840892430114,False,True
15369,205646,150.06802,2.4627562,-1.0,0.746,10.21,0.9099302597528308,False,False
15370,205659,150.2206,2.4625142,-1.0,1.261,10.18,1.0900816180388213,False,False
15371,205678,150.05183,2.462877,-1.0,0.817,10.07,0.93936947007466,True,False
15372,205705,150.01685,2.4631639,-1.0,1.109,10.09,1.2174839442139065,False,True
15373,205748,150.22534,2.4639952,-1.0,0.694,9.81,0.6468936241677452,False,False
15374,205749,150.05476,2.463979,-1.0,0.746,9.94,0.6391875599357539,False,True
15375,205802,149.96996,2.4613435,0.7324,0.729,10.97,1.427096432549316,False,True
15376,205805,150.23518,2.4647658,-1.0,1.261,10.43,0.8387231900313719,False,True
15377,205809,150.17383,2.4643826,-1.0,0.872,9.8,1.1567308264994185,True,True
15378,205817,150.17326,2.4643204,-1.0,1.871,10.65,2.346988300987701,False,False
15379,205842,149.98952,2.4641652,-1.0,1.4,10.91,1.95287474300691,True,False
15380,205858,149.91515,2.4654429,-1.0,0.711,9.8,0.1743505974793799,False,True
15381,205871,149.91823,2.4651365,-1.0,0.729,10.16,0.6119356250401226,False,True
15382,205879,150.35992,2.4656396,-1.0,0.763,10.25,0.9873980991370174,False,False
15383,205883,149.99065,2.4643006,-1.0,0.909,10.73,1.942831191137904,False,False
15384,205906,150.02347,2.4644282,-1.0,0.678,10.51,1.2388987922278405,False,True
15385,205924,150.13832,2.4662566,-1.0,1.007,10.36,1.3497436337449509,False,False
15386,205935,150.34212,2.4660842,-1.0,1.843,10.87,1.9597137893561445,True,False
